epoch,learning_rate,loss,val_loss
66,0.0002500000118743628,0.15040162205696106,0.69459468126297
67,0.0002500000118743628,0.14559057354927063,0.6554638743400574
68,0.0002500000118743628,0.14581385254859924,0.6686363816261292
69,0.0002500000118743628,0.14361612498760223,0.6572055816650391
70,0.0002500000118743628,0.14513058960437775,0.6852204203605652
71,0.0002500000118743628,0.1471846103668213,0.6711280345916748
72,0.0002500000118743628,0.13782109320163727,0.6481389403343201
73,0.0002500000118743628,0.14155493676662445,0.6592739224433899
74,0.0002500000118743628,0.14060436189174652,0.622961699962616
75,0.0002500000118743628,0.13424663245677948,0.6525920033454895
76,0.0002500000118743628,0.14178211987018585,0.6463043093681335
77,0.0002500000118743628,0.14190009236335754,0.6216490864753723
78,0.0002500000118743628,0.1380857676267624,0.6285141110420227
79,0.0002500000118743628,0.13321928679943085,0.6282270550727844
80,0.0002500000118743628,0.12920638918876648,0.6339067816734314
81,0.0002500000118743628,0.13911299407482147,0.6603807210922241
82,0.0002500000118743628,0.1461651623249054,0.6845245957374573
83,0.0001250000059371814,0.13466446101665497,0.5908318161964417
84,0.0001250000059371814,0.11700119823217392,0.5849569439888
85,0.0001250000059371814,0.12071851640939713,0.5970760583877563
86,0.0001250000059371814,0.11830225586891174,0.5762818455696106
87,0.0001250000059371814,0.133708655834198,0.6108676791191101
88,0.0001250000059371814,0.12250007688999176,0.5591385960578918
89,0.0001250000059371814,0.12062420696020126,0.5910468697547913
90,0.0001250000059371814,0.11973419785499573,0.5936976075172424
91,0.0001250000059371814,0.12790700793266296,0.5896562337875366
92,0.0001250000059371814,0.11496255546808243,0.5702077150344849
93,0.0001250000059371814,0.1269713044166565,0.5868552923202515
94,6.25000029685907e-05,0.12420478463172913,0.5520923733711243
95,6.25000029685907e-05,0.10676603019237518,0.5049207806587219
96,6.25000029685907e-05,0.1171538457274437,0.5491557717323303
97,6.25000029685907e-05,0.11386692523956299,0.5352286696434021
98,6.25000029685907e-05,0.09884009510278702,0.5253199934959412
99,6.25000029685907e-05,0.11552243679761887,0.5249051451683044
100,6.25000029685907e-05,0.10759751498699188,0.5262060165405273
101,3.125000148429535e-05,0.11036498844623566,0.5284629464149475
102,3.125000148429535e-05,0.12053951621055603,0.5267547965049744
103,3.125000148429535e-05,0.11895911395549774,0.5388677716255188
104,3.125000148429535e-05,0.09502708911895752,0.5206347107887268
105,3.125000148429535e-05,0.0999772772192955,0.5197986960411072
