epoch,amp_delta_out_loss,amp_delta_out_mae,aoa_xy_out_loss,aoa_xy_out_mae,class_out_acc,class_out_loss,final_xy_out_loss,final_xy_out_mae,learning_rate,loss,presence_out_acc,presence_out_loss,val_amp_delta_out_loss,val_amp_delta_out_mae,val_aoa_xy_out_loss,val_aoa_xy_out_mae,val_class_out_acc,val_class_out_loss,val_final_xy_out_loss,val_final_xy_out_mae,val_loss,val_presence_out_acc,val_presence_out_loss
10,0.03241563215851784,0.23301918804645538,0.02301279455423355,0.1765051633119583,1.0,0.013551261276006699,0.02305981144309044,0.17674876749515533,4.999999873689376e-05,0.0946798250079155,0.9333333373069763,0.039060547947883606,0.04966365918517113,0.2994782328605652,0.025973960757255554,0.18910135328769684,1.0,0.0067864372394979,0.026020774617791176,0.18938812613487244,0.11060470342636108,0.9980988502502441,0.027653511613607407
11,0.030650578439235687,0.23641464114189148,0.01020483672618866,0.13368219137191772,1.0,0.006989669986069202,0.010197129100561142,0.1340140849351883,4.999999873689376e-05,0.0634537786245346,0.949999988079071,0.03505658358335495,0.04749402776360512,0.28825652599334717,0.02582564949989319,0.18979766964912415,1.0,0.005661349277943373,0.025961220264434814,0.19057586789131165,0.10627057403326035,1.0,0.02388313226401806
12,0.029792193323373795,0.20903727412223816,0.016964413225650787,0.16258707642555237,1.0,0.011889338493347168,0.017004691064357758,0.16258426010608673,4.999999873689376e-05,0.08624561131000519,0.9666666388511658,0.05702223628759384,0.04493183270096779,0.27826887369155884,0.015194394625723362,0.14318014681339264,1.0,0.004881410859525204,0.015251340344548225,0.14309991896152496,0.07468868046998978,1.0,0.018339216709136963
13,0.029640771448612213,0.22635243833065033,0.007163863629102707,0.107638880610466,1.0,0.006437767297029495,0.007126867305487394,0.10804419964551926,4.999999873689376e-05,0.05031757801771164,0.9666666388511658,0.021810216829180717,0.045606955885887146,0.2764638364315033,0.019132379442453384,0.15926013886928558,1.0,0.004371317103505135,0.019113805145025253,0.1593833863735199,0.0830318033695221,1.0,0.015824710950255394
14,0.030211685225367546,0.2169705033302307,0.006886154413223267,0.1053788959980011,1.0,0.01966286450624466,0.006843694020062685,0.10491976886987686,4.999999873689376e-05,0.06312436610460281,0.949999988079071,0.035330623388290405,0.04395083338022232,0.27434682846069336,0.012905734591186047,0.1331319957971573,1.0,0.003705628914758563,0.012921535409986973,0.13295066356658936,0.0646195113658905,1.0,0.013129102997481823
15,0.029146652668714523,0.21862176060676575,0.005903750658035278,0.09371407330036163,1.0,0.007139642722904682,0.005886776838451624,0.09366079419851303,4.999999873689376e-05,0.04113026708364487,1.0,0.009473305195569992,0.04026693105697632,0.2569691836833954,0.012153432704508305,0.13167572021484375,1.0,0.0030659122858196497,0.012213903479278088,0.1317431926727295,0.05955817177891731,1.0,0.011654339730739594
16,0.027684219181537628,0.21773388981819153,0.009510213509202003,0.11796450614929199,1.0,0.009743020869791508,0.009486152790486813,0.1176842749118805,4.999999873689376e-05,0.06412198394536972,0.949999988079071,0.04363846406340599,0.04367563873529434,0.25910210609436035,0.011749627068638802,0.12630684673786163,1.0,0.002724190941080451,0.012031817808747292,0.1277572214603424,0.05939468368887901,1.0,0.00994909554719925
17,0.022269299253821373,0.18689163029193878,0.003637723159044981,0.07689341902732849,1.0,0.00268201669678092,0.0036682875361293554,0.07677166163921356,4.999999873689376e-05,0.030264878645539284,0.9833333492279053,0.014295547269284725,0.03797980770468712,0.24028423428535461,0.010629171505570412,0.1206451877951622,1.0,0.0025009256787598133,0.010562601499259472,0.12003926187753677,0.05262003466486931,1.0,0.009192850440740585
18,0.028194811195135117,0.20199762284755707,0.008388116955757141,0.09884702414274216,1.0,0.0033817982766777277,0.008396235294640064,0.09853284806013107,4.999999873689376e-05,0.044689636677503586,1.0,0.009123294614255428,0.03854278475046158,0.2312496304512024,0.013351557776331902,0.13759364187717438,1.0,0.0022815479896962643,0.013216675259172916,0.1368168741464615,0.059259213507175446,1.0,0.008874666877090931
19,0.017806991934776306,0.1784503012895584,0.0037279922980815172,0.07576831430196762,1.0,0.0035011146683245897,0.003816331038251519,0.07670056074857712,4.999999873689376e-05,0.03198060020804405,0.9833333492279053,0.017536623403429985,0.03493085131049156,0.21251030266284943,0.011787631548941135,0.14193542301654816,1.0,0.0020335314329713583,0.011768469586968422,0.1419680267572403,0.05269952118396759,1.0,0.007372617721557617
20,0.018913820385932922,0.18229149281978607,0.0021179530303925276,0.06140201538801193,1.0,0.0025322146248072386,0.0021667019464075565,0.06180268153548241,4.999999873689376e-05,0.023612024262547493,0.9666666388511658,0.01295558363199234,0.037735726684331894,0.2209211140871048,0.010782555676996708,0.1378576159477234,1.0,0.0018503571627661586,0.010874857194721699,0.13858932256698608,0.05130007863044739,1.0,0.006867978256195784
21,0.017874829471111298,0.1672838181257248,0.0035932373721152544,0.08543577790260315,1.0,0.0038028708659112453,0.0036005526781082153,0.08519302308559418,4.999999873689376e-05,0.04132111743092537,0.9833333492279053,0.035084228962659836,0.03394722566008568,0.21559852361679077,0.011167296208441257,0.12944740056991577,1.0,0.0017283449415117502,0.011184830218553543,0.12951382994651794,0.04999987781047821,1.0,0.006591885816305876
22,0.022495662793517113,0.19066306948661804,0.004172062501311302,0.08509943634271622,1.0,0.0036955573596060276,0.004165671765804291,0.08501603454351425,2.499999936844688e-05,0.0381661131978035,0.9833333492279053,0.022431569173932076,0.03256716579198837,0.21608518064022064,0.010167969390749931,0.11920951306819916,1.0,0.0016414572019129992,0.010176455602049828,0.11913830786943436,0.04669446498155594,1.0,0.006575488019734621
23,0.018567219376564026,0.1762668490409851,0.004071076400578022,0.07888159900903702,1.0,0.006582891568541527,0.004113372880965471,0.07925563305616379,2.499999936844688e-05,0.027559513226151466,1.0,0.008110901340842247,0.03124842792749405,0.2080763429403305,0.008959241211414337,0.11148882657289505,1.0,0.0015502506867051125,0.008946697227656841,0.11129839718341827,0.04271401837468147,1.0,0.0062198154628276825
24,0.013720529153943062,0.14886093139648438,0.003659028559923172,0.07973425835371017,1.0,0.0023834961466491222,0.0036785812117159367,0.079939104616642,2.499999936844688e-05,0.018793752416968346,1.0,0.005109860561788082,0.030670588836073875,0.1979670375585556,0.009025413542985916,0.11484526842832565,1.0,0.0014732098206877708,0.009062270633876324,0.11502967774868011,0.042450662702322006,1.0,0.005929165054112673
25,0.015080267563462257,0.1604873687028885,0.0018741607200354338,0.06109718233346939,1.0,0.0010295677930116653,0.0018627858953550458,0.06083971634507179,2.499999936844688e-05,0.015073243528604507,1.0,0.004689267836511135,0.031164757907390594,0.19736096262931824,0.008936014957726002,0.1160353273153305,1.0,0.0014373345766216516,0.00898401066660881,0.11631275713443756,0.042349301278591156,1.0,0.005717845633625984
26,0.015256538055837154,0.1583634316921234,0.001993501326069236,0.05883258581161499,1.0,0.0019455384463071823,0.001976280240342021,0.058672238141298294,2.499999936844688e-05,0.01840881071984768,1.0,0.008949178270995617,0.03192050755023956,0.20325367152690887,0.009684954769909382,0.12116461247205734,1.0,0.0013980641961097717,0.009729033336043358,0.12144210934638977,0.044484373182058334,1.0,0.005575233604758978
27,0.026152625679969788,0.19265127182006836,0.0027856992091983557,0.075172558426857,1.0,0.0034615504555404186,0.0028048388194292784,0.07532461732625961,2.499999936844688e-05,0.03400510177016258,0.9833333492279053,0.025685442611575127,0.030498342588543892,0.2013774812221527,0.008857620880007744,0.11884193122386932,1.0,0.0013715665554627776,0.008892952464520931,0.11901937425136566,0.04156767204403877,1.0,0.005396086256951094
28,0.01821497455239296,0.18564894795417786,0.0033923685550689697,0.07254179567098618,1.0,0.0032690814696252346,0.003417433239519596,0.07295320183038712,1.249999968422344e-05,0.02519693411886692,1.0,0.00985965970903635,0.029626766219735146,0.19649451971054077,0.008900225162506104,0.11640262603759766,1.0,0.0013594800839200616,0.008895568549633026,0.11623912304639816,0.04114675894379616,1.0,0.005351649597287178
29,0.02159237489104271,0.1884079873561859,0.002726607257500291,0.06664956361055374,1.0,0.002150630811229348,0.002677216660231352,0.06654837727546692,1.249999968422344e-05,0.030036592856049538,1.0,0.018302462995052338,0.029061615467071533,0.19364774227142334,0.009754122234880924,0.11703717708587646,1.0,0.0013122634263709188,0.009743057191371918,0.11679757386445999,0.042853061109781265,1.0,0.005156414583325386
30,0.021643035113811493,0.17312613129615784,0.0025285761803388596,0.07127142697572708,1.0,0.002013296587392688,0.002539832843467593,0.07132962346076965,1.249999968422344e-05,0.023033682256937027,1.0,0.01008321437984705,0.028410576283931732,0.1915549635887146,0.009260959923267365,0.11260870099067688,1.0,0.0012901517329737544,0.009242488071322441,0.11228948086500168,0.04125308245420456,1.0,0.005134128034114838
31,0.02125035598874092,0.17668598890304565,0.03837202861905098,0.10315438359975815,0.9833333492279053,0.12266398221254349,0.03860227391123772,0.10293146222829819,1.249999968422344e-05,0.13762813806533813,1.0,0.01620825007557869,0.029590003192424774,0.19557695090770721,0.0071909804828464985,0.10465928912162781,1.0,0.0014062339905649424,0.007179090287536383,0.10454646497964859,0.0367957279086113,1.0,0.005165711045265198
32,0.017065374180674553,0.1702948361635208,0.007208672817796469,0.08767064660787582,1.0,0.0030560444574803114,0.007293791975826025,0.08842151612043381,1.249999968422344e-05,0.026921125128865242,1.0,0.0036689755506813526,0.028196806088089943,0.18975748121738434,0.006797900423407555,0.10603128373622894,1.0,0.0015729379374533892,0.0068259951658546925,0.10613122582435608,0.03532876446843147,1.0,0.00513803493231535
33,0.01401468925178051,0.15379081666469574,0.0038444306701421738,0.06988289207220078,1.0,0.0032458382192999125,0.0038722315803170204,0.07036329805850983,1.249999968422344e-05,0.021115757524967194,1.0,0.006858560256659985,0.02757042832672596,0.18840937316417694,0.008239468559622765,0.11028960347175598,1.0,0.001610678038559854,0.008296509273350239,0.11046624928712845,0.03868928924202919,1.0,0.005084506701678038
34,0.01663043349981308,0.16573844850063324,0.004057104699313641,0.09353559464216232,1.0,0.0034520563203841448,0.004082204774022102,0.09406863898038864,1.249999968422344e-05,0.03720648214221001,0.9833333492279053,0.026921909302473068,0.027610143646597862,0.18770015239715576,0.009379188530147076,0.11346235871315002,1.0,0.0016046810196712613,0.009447334334254265,0.11377480626106262,0.041569460183382034,1.0,0.0050549996085464954
35,0.01373532135039568,0.15761566162109375,0.002581744221970439,0.06529789417982101,1.0,0.002696977462619543,0.0025968714617192745,0.06558485329151154,1.249999968422344e-05,0.024254871532320976,1.0,0.014362215995788574,0.026367563754320145,0.18042582273483276,0.00885948445647955,0.10802459716796875,1.0,0.0015990185784175992,0.008880936540663242,0.10799483954906464,0.03961391746997833,1.0,0.0051346938125789165
36,0.013828320428729057,0.15332269668579102,0.0028492300771176815,0.06800075620412827,0.9833333492279053,0.005947948899120092,0.002864816226065159,0.06806780397891998,6.24999984211172e-06,0.02905309572815895,0.9833333492279053,0.015876242890954018,0.026196205988526344,0.17923608422279358,0.007925239391624928,0.10416175425052643,1.0,0.0015913774259388447,0.007943766191601753,0.10411015897989273,0.037211544811725616,1.0,0.005212788470089436
37,0.018076220527291298,0.16788724064826965,0.0031012711115181446,0.07372637093067169,1.0,0.006436095107346773,0.0031136355828493834,0.07391736656427383,6.24999984211172e-06,0.04238373041152954,0.9666666388511658,0.03479250892996788,0.026471199467778206,0.18011748790740967,0.007273054216057062,0.10116488486528397,1.0,0.0015627711545675993,0.007298944052308798,0.10120458155870438,0.035692933946847916,1.0,0.005210962146520615
38,0.025713536888360977,0.18815340101718903,0.00312226009555161,0.0820728987455368,1.0,0.006147267296910286,0.0031532347202301025,0.08230254799127579,6.24999984211172e-06,0.03705646097660065,0.9833333492279053,0.03130315616726875,0.02655138075351715,0.1807134747505188,0.007051491178572178,0.09903135895729065,1.0,0.0015446653123944998,0.007075451780110598,0.09909317642450333,0.03506153076887131,1.0,0.005026700906455517
39,0.018801920115947723,0.1709265559911728,0.00279569742269814,0.07185060530900955,1.0,0.005742836743593216,0.0028087086975574493,0.07213568687438965,6.24999984211172e-06,0.023601718246936798,1.0,0.008269309997558594,0.02713063545525074,0.1840829700231552,0.007493035867810249,0.09955670684576035,1.0,0.0015290913870558143,0.00753483921289444,0.09971313923597336,0.03643837943673134,1.0,0.004969676490873098
